 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   5.11.2022    Time:   9:39:43
 Units: L = cm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
      79.0000  0.13372E+00  0.20384E+00  0.12671E+00  0.20384E+00 -0.31345E-01 -0.13434E+02  0.23413E+01 -0.13451E+02  0.23413E+01 -0.15520E+02 -0.20358E+03 -0.16331E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40167E+02  0.14970E+02  0.15193E+01    828  0.00000E+00      0.000
      80.0000  0.12460E+00  0.18994E+00  0.12530E+00  0.18994E+00 -0.22316E-01 -0.13309E+02  0.25313E+01 -0.13325E+02  0.25313E+01 -0.15542E+02 -0.27489E+03 -0.19558E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39816E+02  0.14970E+02  0.16446E+01    829  0.00000E+00      0.000
      81.0000 -0.92015E+00  0.12172E+00 -0.92016E+00  0.12172E+00 -0.11400E-01 -0.14230E+02  0.26530E+01 -0.14246E+02  0.26530E+01 -0.15559E+02 -0.84250E+02 -0.10774E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40598E+02  0.15970E+02  0.17244E+01    852  0.00000E+00      0.000
      82.0000 -0.33800E+01  0.00000E+00 -0.33800E+01  0.00000E+00 -0.18065E-02 -0.17610E+02  0.26530E+01 -0.17626E+02  0.26530E+01 -0.15564E+02 -0.33595E+02 -0.37047E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43972E+02  0.19350E+02  0.17244E+01    878  0.00000E+00      0.000
      83.0000 -0.33350E+00  0.70879E-01 -0.33350E+00  0.70879E-01 -0.17864E+00 -0.17943E+02  0.27239E+01 -0.17959E+02  0.27239E+01 -0.15631E+02 -0.66024E+02 -0.62494E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44168E+02  0.19730E+02  0.17709E+01    900  0.00000E+00      0.000
      84.0000  0.28367E-01  0.43243E-01  0.28367E-01  0.43243E-01 -0.47097E+00 -0.17915E+02  0.27671E+01 -0.17930E+02  0.27671E+01 -0.16025E+02 -0.88091E+02 -0.79380E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43696E+02  0.19730E+02  0.17996E+01    903  0.00000E+00      0.000
      85.0000  0.62584E-01  0.95402E-01  0.62584E-01  0.95402E-01 -0.49770E+00 -0.17852E+02  0.28625E+01 -0.17869E+02  0.28625E+01 -0.16527E+02 -0.10407E+03 -0.92683E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43062E+02  0.19730E+02  0.18609E+01    905  0.00000E+00      0.000
      86.0000  0.82161E-01  0.12525E+00  0.82161E-01  0.12525E+00 -0.42352E+00 -0.17770E+02  0.29878E+01 -0.17788E+02  0.29878E+01 -0.16971E+02 -0.12148E+03 -0.10637E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42425E+02  0.19730E+02  0.19423E+01    907  0.00000E+00      0.000
      87.0000  0.11903E+00  0.18144E+00  0.11622E+00  0.18144E+00 -0.33576E+00 -0.17651E+02  0.31692E+01 -0.17671E+02  0.31692E+01 -0.17307E+02 -0.14332E+03 -0.12132E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41845E+02  0.19730E+02  0.20586E+01    908  0.00000E+00      0.000
      88.0000  0.11789E+00  0.17971E+00  0.11797E+00  0.17971E+00 -0.25843E+00 -0.17533E+02  0.33489E+01 -0.17553E+02  0.33489E+01 -0.17565E+02 -0.17272E+03 -0.14028E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41287E+02  0.19730E+02  0.21765E+01    909  0.00000E+00      0.000
      89.0000  0.16117E+00  0.24569E+00  0.15787E+00  0.24569E+00 -0.19315E+00 -0.17372E+02  0.35946E+01 -0.17396E+02  0.35946E+01 -0.17759E+02 -0.22619E+03 -0.16547E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40753E+02  0.19730E+02  0.23344E+01    910  0.00000E+00      0.000
      90.0000  0.14123E+00  0.21528E+00  0.14275E+00  0.21528E+00 -0.13905E+00 -0.17231E+02  0.38099E+01 -0.17253E+02  0.38099E+01 -0.17898E+02 -0.31638E+03 -0.20169E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40227E+02  0.19730E+02  0.24771E+01    911  0.00000E+00      0.000
      91.0000  0.14436E+00  0.22007E+00  0.14412E+00  0.22007E+00 -0.94283E-01 -0.17086E+02  0.40299E+01 -0.17109E+02  0.40299E+01 -0.17992E+02 -0.48976E+03 -0.24518E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39773E+02  0.19730E+02  0.26213E+01    912  0.00000E+00      0.000
      92.0000  0.10390E+00  0.15838E+00  0.10698E+00  0.15838E+00 -0.57414E-01 -0.16982E+02  0.41883E+01 -0.17002E+02  0.41883E+01 -0.18049E+02 -0.70301E+03 -0.29289E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39392E+02  0.19730E+02  0.27282E+01    913  0.00000E+00      0.000
      93.0000  0.14417E+00  0.21977E+00  0.14674E+00  0.21293E+00 -0.27237E-01 -0.16838E+02  0.44081E+01 -0.16855E+02  0.44013E+01 -0.18077E+02 -0.23523E+04 -0.39385E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39062E+02  0.19730E+02  0.28750E+01    914  0.00000E+00      0.000
      94.0000  0.10962E+00  0.16710E+00  0.11383E+00  0.15576E+00 -0.15356E-02 -0.16729E+02  0.45752E+01 -0.16743E+02  0.45598E+01 -0.18084E+02 -0.93069E+04 -0.66464E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.38758E+02  0.19730E+02  0.29873E+01    916  0.00000E+00      0.000
      95.0000 -0.24908E+01  0.12067E+00 -0.24908E+01  0.12067E+00 -0.48320E-06 -0.19220E+02  0.46959E+01 -0.19234E+02  0.46804E+01 -0.18084E+02 -0.48999E+02 -0.67794E+02 -0.11842E+00  0.00000E+00  0.00000E+00  0.41128E+02  0.22300E+02  0.30664E+01    964  0.00000E+00      0.000
      96.0000 -0.13600E+01  0.00000E+00 -0.13600E+01  0.00000E+00  0.14484E-06 -0.20580E+02  0.46959E+01 -0.20594E+02  0.46804E+01 -0.18084E+02 -0.52247E+02 -0.56954E+02 -0.36766E+00  0.00000E+00  0.00000E+00  0.42488E+02  0.23660E+02  0.30664E+01    986  0.00000E+00      0.000
      97.0000  0.19492E+00  0.29713E+00  0.19492E+00  0.29713E+00 -0.13729E-05 -0.20385E+02  0.49930E+01 -0.20402E+02  0.49775E+01 -0.18084E+02 -0.11225E+03 -0.95041E+02 -0.20806E+00  0.00000E+00  0.00000E+00  0.42070E+02  0.23660E+02  0.32576E+01    990  0.00000E+00      0.000
      98.0000 -0.15939E+01  0.24566E-01 -0.15939E+01  0.24566E-01 -0.14517E+00 -0.21978E+02  0.50176E+01 -0.21996E+02  0.50021E+01 -0.18159E+02 -0.49627E+02 -0.54378E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43564E+02  0.25270E+02  0.32738E+01   1012  0.00000E+00      0.000
      99.0000 -0.65992E+00  0.10684E+00 -0.65992E+00  0.10684E+00 -0.28492E+00 -0.22638E+02  0.51244E+01 -0.22656E+02  0.51089E+01 -0.18378E+02 -0.63045E+02 -0.62966E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43899E+02  0.26000E+02  0.33438E+01   1034  0.00000E+00      0.000
     100.0000 -0.42714E+00  0.80580E-01 -0.42714E+00  0.80580E-01 -0.44667E+00 -0.23066E+02  0.52050E+01 -0.23083E+02  0.51895E+01 -0.18759E+02 -0.70830E+02 -0.69349E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43864E+02  0.26480E+02  0.33967E+01   1056  0.00000E+00      0.000
     101.0000  0.68631E-01  0.10462E+00  0.68631E-01  0.10462E+00 -0.48964E+00 -0.22997E+02  0.53096E+01 -0.23015E+02  0.52941E+01 -0.19242E+02 -0.99388E+02 -0.88480E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43214E+02  0.26480E+02  0.34650E+01   1060  0.00000E+00      0.000
     102.0000 -0.19954E+00  0.21412E+00 -0.19954E+00  0.21412E+00 -0.43998E+00 -0.23196E+02  0.55237E+01 -0.23214E+02  0.55082E+01 -0.19709E+02 -0.98036E+02 -0.94217E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42732E+02  0.26820E+02  0.36055E+01   1082  0.00000E+00      0.000
     103.0000 -0.67919E-01  0.64148E-01 -0.67919E-01  0.64148E-01 -0.35746E+00 -0.23264E+02  0.55879E+01 -0.23282E+02  0.55724E+01 -0.20103E+02 -0.10594E+03 -0.99464E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42342E+02  0.26930E+02  0.36476E+01   1104  0.00000E+00      0.000
     104.0000 -0.81743E+00  0.64895E-01 -0.81743E+00  0.64895E-01 -0.28809E+00 -0.24082E+02  0.56528E+01 -0.24100E+02  0.56373E+01 -0.20420E+02 -0.68641E+02 -0.74101E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42778E+02  0.27790E+02  0.36901E+01   1126  0.00000E+00      0.000
     105.0000 -0.15472E-01  0.52634E-01 -0.15473E-01  0.52634E-01 -0.25830E+00 -0.24097E+02  0.57054E+01 -0.24115E+02  0.56899E+01 -0.20687E+02 -0.98079E+02 -0.90739E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.42474E+02  0.27840E+02  0.37247E+01   1148  0.00000E+00      0.000
     106.0000  0.66253E-01  0.13148E+00  0.66253E-01  0.13148E+00 -0.25416E+00 -0.24031E+02  0.58369E+01 -0.24050E+02  0.58214E+01 -0.20943E+02 -0.12032E+03 -0.10669E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42039E+02  0.27860E+02  0.38099E+01   1151  0.00000E+00      0.000
     107.0000  0.14317E+00  0.21825E+00  0.14317E+00  0.21825E+00 -0.22995E+00 -0.23888E+02  0.60551E+01 -0.23909E+02  0.60396E+01 -0.21180E+02 -0.15794E+03 -0.12932E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41484E+02  0.27860E+02  0.39509E+01   1153  0.00000E+00      0.000
     108.0000 -0.64494E+00  0.22962E-01 -0.64494E+00  0.22962E-01 -0.19215E+00 -0.24533E+02  0.60781E+01 -0.24554E+02  0.60626E+01 -0.21390E+02 -0.81305E+02 -0.89880E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.41896E+02  0.28520E+02  0.39660E+01   1175  0.00000E+00      0.000
     109.0000 -0.38197E-01  0.23141E+00 -0.38197E-01  0.23141E+00 -0.15813E+00 -0.24571E+02  0.63095E+01 -0.24592E+02  0.62940E+01 -0.21561E+02 -0.12028E+03 -0.11117E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41532E+02  0.28710E+02  0.41178E+01   1197  0.00000E+00      0.000
     110.0000  0.13777E+00  0.21002E+00  0.13777E+00  0.21002E+00 -0.14131E+00 -0.24433E+02  0.65195E+01 -0.24454E+02  0.65040E+01 -0.21708E+02 -0.17143E+03 -0.13884E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41032E+02  0.28710E+02  0.42559E+01   1200  0.00000E+00      0.000
     111.0000  0.16728E+00  0.25499E+00  0.16728E+00  0.25499E+00 -0.12053E+00 -0.24266E+02  0.67745E+01 -0.24288E+02  0.67590E+01 -0.21834E+02 -0.24711E+03 -0.17338E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40506E+02  0.28710E+02  0.44220E+01   1202  0.00000E+00      0.000
     112.0000  0.11274E+00  0.18711E+00  0.11274E+00  0.18711E+00 -0.93095E-01 -0.24153E+02  0.69616E+01 -0.24174E+02  0.69461E+01 -0.21934E+02 -0.30081E+03 -0.20220E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40072E+02  0.28720E+02  0.45464E+01   1204  0.00000E+00      0.000
     113.0000  0.86807E-01  0.14757E+00  0.88783E-01  0.14757E+00 -0.64018E-01 -0.24066E+02  0.71092E+01 -0.24085E+02  0.70937E+01 -0.21998E+02 -0.34793E+03 -0.22594E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39734E+02  0.28730E+02  0.46452E+01   1205  0.00000E+00      0.000
     114.0000  0.16967E+00  0.25864E+00  0.16435E+00  0.25840E+00 -0.37021E-01 -0.23897E+02  0.73678E+01 -0.23920E+02  0.73521E+01 -0.22035E+02 -0.69643E+03 -0.27601E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39380E+02  0.28730E+02  0.48096E+01   1206  0.00000E+00      0.000
     115.0000  0.21289E+00  0.32453E+00  0.22559E+00  0.27655E+00 -0.13221E-01 -0.23684E+02  0.76924E+01 -0.23695E+02  0.76287E+01 -0.22049E+02 -0.76815E+05 -0.24518E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.38895E+02  0.28730E+02  0.50352E+01   1207  0.00000E+00      0.000
     116.0000  0.17362E+00  0.26466E+00  0.67535E-01  0.21905E+00 -0.26487E-05 -0.23510E+02  0.79570E+01 -0.23573E+02  0.78527E+01 -0.22052E+02 -0.10000E+07 -0.26581E+05 -0.30696E-01  0.00000E+00  0.00000E+00  0.38538E+02  0.28730E+02  0.51567E+01   1218  0.00000E+00      0.000
     117.0000 -0.39499E+00  0.76441E-02 -0.39499E+00  0.76441E-02  0.20310E-05 -0.23905E+02  0.79647E+01 -0.23968E+02  0.78602E+01 -0.22052E+02 -0.19618E+03 -0.24968E+03 -0.21819E+00  0.00000E+00  0.00000E+00  0.38925E+02  0.29130E+02  0.51617E+01   1253  0.00000E+00      0.000
     118.0000  0.57362E-01  0.13317E+00  0.57362E-01  0.13317E+00  0.39029E-05 -0.23848E+02  0.80978E+01 -0.23912E+02  0.79934E+01 -0.22052E+02 -0.35522E+03 -0.26505E+03 -0.53088E+00  0.00000E+00  0.00000E+00  0.38752E+02  0.29160E+02  0.52482E+01   1258  0.00000E+00      0.000
     119.0000 -0.65520E+00  0.22560E-01 -0.65520E+00  0.22560E-01 -0.46138E-05 -0.24503E+02  0.81204E+01 -0.24567E+02  0.80159E+01 -0.22052E+02 -0.10958E+03 -0.15045E+03 -0.91715E+00  0.00000E+00  0.00000E+00  0.39385E+02  0.29830E+02  0.52630E+01   1281  0.00000E+00      0.000
     120.0000  0.18028E+00  0.27481E+00  0.18028E+00  0.27481E+00  0.76805E-06 -0.24323E+02  0.83952E+01 -0.24389E+02  0.82907E+01 -0.22052E+02 -0.28878E+03 -0.20478E+03 -0.13553E+01  0.00000E+00  0.00000E+00  0.38980E+02  0.29830E+02  0.54407E+01   1286  0.00000E+00      0.000
     121.0000  0.15405E+00  0.23484E+00  0.15409E+00  0.23480E+00 -0.26563E-06 -0.24169E+02  0.86300E+01 -0.24235E+02  0.85256E+01 -0.22052E+02 -0.61869E+03 -0.28043E+03 -0.18071E+01  0.00000E+00  0.00000E+00  0.38578E+02  0.29830E+02  0.55955E+01   1289  0.00000E+00      0.000
     122.0000 -0.40863E+00  0.18501E+00 -0.40863E+00  0.18501E+00  0.28638E-05 -0.24577E+02  0.88150E+01 -0.24643E+02  0.87106E+01 -0.22052E+02 -0.15785E+03 -0.19861E+03 -0.22489E+01  0.00000E+00  0.00000E+00  0.38802E+02  0.30360E+02  0.57168E+01   1312  0.00000E+00      0.000
     123.0000 -0.18626E+01  0.26465E-01 -0.18626E+01  0.26465E-01 -0.16976E-05 -0.26440E+02  0.88415E+01 -0.26506E+02  0.87370E+01 -0.22052E+02 -0.54071E+02 -0.69847E+02 -0.26791E+01  0.00000E+00  0.00000E+00  0.40638E+02  0.32240E+02  0.57342E+01   1338  0.00000E+00      0.000
     124.0000  0.11860E+00  0.18080E+00  0.11860E+00  0.18080E+00 -0.44717E-05 -0.26321E+02  0.90223E+01 -0.26388E+02  0.89178E+01 -0.22052E+02 -0.12119E+03 -0.10796E+03 -0.30851E+01  0.00000E+00  0.00000E+00  0.40360E+02  0.32240E+02  0.58517E+01   1344  0.00000E+00      0.000
     125.0000  0.14470E+00  0.22058E+00  0.14470E+00  0.22058E+00 -0.41943E-05 -0.26177E+02  0.92429E+01 -0.26244E+02  0.91384E+01 -0.22052E+02 -0.17123E+03 -0.13946E+03 -0.32746E+01  0.00000E+00  0.00000E+00  0.40008E+02  0.32240E+02  0.59957E+01   1347  0.00000E+00      0.000
     126.0000  0.24899E+00  0.37955E+00  0.24899E+00  0.37955E+00  0.40709E-05 -0.25928E+02  0.96224E+01 -0.25999E+02  0.95180E+01 -0.22052E+02 -0.38272E+03 -0.20254E+03 -0.31904E+01  0.00000E+00  0.00000E+00  0.39459E+02  0.32240E+02  0.62407E+01   1349  0.00000E+00      0.000
     127.0000 -0.79760E+00  0.64634E-01 -0.79760E+00  0.64634E-01 -0.23528E-05 -0.26725E+02  0.96871E+01 -0.26797E+02  0.95826E+01 -0.22052E+02 -0.88953E+02 -0.11094E+03 -0.29981E+01  0.00000E+00  0.00000E+00  0.40192E+02  0.33080E+02  0.62831E+01   1372  0.00000E+00      0.000
     128.0000 -0.14853E+00  0.20041E+00 -0.14853E+00  0.20041E+00  0.23223E-05 -0.26874E+02  0.98875E+01 -0.26945E+02  0.97830E+01 -0.22052E+02 -0.12363E+03 -0.12296E+03 -0.28129E+01  0.00000E+00  0.00000E+00  0.40140E+02  0.33360E+02  0.64146E+01   1394  0.00000E+00      0.000
     129.0000 -0.51051E+00  0.16690E+00 -0.51051E+00  0.16690E+00  0.32446E-05 -0.27384E+02  0.10054E+02 -0.27456E+02  0.99499E+01 -0.22052E+02 -0.94245E+02 -0.10472E+03 -0.26685E+01  0.00000E+00  0.00000E+00  0.40484E+02  0.33980E+02  0.65241E+01   1416  0.00000E+00      0.000
     130.0000 -0.71716E+00  0.27872E+00 -0.71716E+00  0.27872E+00  0.77870E-06 -0.28101E+02  0.10333E+02 -0.28173E+02  0.10229E+02 -0.22052E+02 -0.81410E+02 -0.91134E+02 -0.25040E+01  0.00000E+00  0.00000E+00  0.40922E+02  0.34880E+02  0.67069E+01   1438  0.00000E+00      0.000
     131.0000 -0.10200E+01  0.00000E+00 -0.10200E+01  0.00000E+00  0.39752E-05 -0.29121E+02  0.10333E+02 -0.29193E+02  0.10229E+02 -0.22052E+02 -0.61385E+02 -0.67441E+02 -0.22433E+01  0.00000E+00  0.00000E+00  0.41942E+02  0.35900E+02  0.67069E+01   1460  0.00000E+00      0.000
     132.0000 -0.69576E+00  0.17415E+00 -0.69576E+00  0.17415E+00 -0.26444E-05 -0.29817E+02  0.10507E+02 -0.29889E+02  0.10403E+02 -0.22052E+02 -0.68015E+02 -0.70413E+02 -0.16767E+01  0.00000E+00  0.00000E+00  0.42464E+02  0.36710E+02  0.68212E+01   1482  0.00000E+00      0.000
     133.0000 -0.13898E+01  0.15282E+00 -0.13898E+01  0.15282E+00 -0.17131E-06 -0.31207E+02  0.10660E+02 -0.31279E+02  0.10556E+02 -0.22052E+02 -0.51666E+02 -0.55091E+02 -0.36829E+00  0.00000E+00  0.00000E+00  0.43701E+02  0.38200E+02  0.69214E+01   1504  0.00000E+00      0.000
     134.0000 -0.43400E+00  0.16158E+00 -0.43400E+00  0.16158E+00 -0.32025E+00 -0.31641E+02  0.10822E+02 -0.31713E+02  0.10717E+02 -0.22242E+02 -0.70431E+02 -0.68632E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43783E+02  0.38740E+02  0.70274E+01   1526  0.00000E+00      0.000
     135.0000 -0.44663E+00  0.14233E+00 -0.44663E+00  0.14233E+00 -0.44767E+00 -0.32088E+02  0.10964E+02 -0.32159E+02  0.10860E+02 -0.22658E+02 -0.73508E+02 -0.72577E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43666E+02  0.39280E+02  0.71208E+01   1529  0.00000E+00      0.000
     136.0000 -0.19149E+01  0.77063E-02 -0.19149E+01  0.77063E-02 -0.49105E+00 -0.34003E+02  0.10972E+02 -0.34074E+02  0.10867E+02 -0.23131E+02 -0.42960E+02 -0.45465E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.45100E+02  0.41200E+02  0.71258E+01   1551  0.00000E+00      0.000
     137.0000 -0.23477E+01  0.34895E-02 -0.23477E+01  0.34895E-02 -0.82146E+00 -0.36350E+02  0.10975E+02 -0.36422E+02  0.10871E+02 -0.23787E+02 -0.37023E+02 -0.37923E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46788E+02  0.43550E+02  0.71281E+01   1555  0.00000E+00      0.000
     138.0000  0.87119E-01  0.13280E+00  0.87118E-01  0.13280E+00 -0.11966E+01 -0.36263E+02  0.11108E+02 -0.36337E+02  0.11004E+02 -0.24908E+02 -0.75897E+02 -0.66517E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.45490E+02  0.43550E+02  0.72131E+01   1558  0.00000E+00      0.000
     139.0000  0.23274E+00  0.35478E+00  0.23274E+00  0.35478E+00 -0.98055E+00 -0.36030E+02  0.11463E+02 -0.36109E+02  0.11358E+02 -0.25957E+02 -0.11510E+03 -0.93773E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.43964E+02  0.43550E+02  0.74403E+01   1560  0.00000E+00      0.000
     140.0000  0.26263E+00  0.40035E+00  0.26263E+00  0.40035E+00 -0.69032E+00 -0.35768E+02  0.11863E+02 -0.35848E+02  0.11759E+02 -0.26718E+02 -0.18732E+03 -0.13191E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42563E+02  0.43550E+02  0.77018E+01   1562  0.00000E+00      0.000
     141.0000  0.29619E+00  0.45151E+00  0.29693E+00  0.44974E+00 -0.46553E+00 -0.35472E+02  0.12315E+02 -0.35553E+02  0.12209E+02 -0.27235E+02 -0.52443E+03 -0.20491E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41324E+02  0.43550E+02  0.79971E+01   1564  0.00000E+00      0.000
     142.0000  0.31835E+00  0.48530E+00  0.31835E+00  0.41867E+00 -0.30345E+00 -0.35153E+02  0.12800E+02 -0.35226E+02  0.12658E+02 -0.27589E+02 -0.73393E+06 -0.19394E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.40202E+02  0.43550E+02  0.83240E+01   1569  0.00000E+00      0.000
     143.0000  0.19439E+00  0.29632E+00  0.10310E+00  0.24709E+00 -0.18847E+00 -0.34959E+02  0.13096E+02 -0.35087E+02  0.12907E+02 -0.27827E+02 -0.10000E+07 -0.26456E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.39557E+02  0.43550E+02  0.84629E+01   1584  0.00000E+00      0.000
     144.0000  0.20291E+00  0.30932E+00  0.65409E-01  0.25463E+00 -0.10948E+00 -0.34756E+02  0.13406E+02 -0.35010E+02  0.13163E+02 -0.27968E+02 -0.10000E+07 -0.26603E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.39084E+02  0.43550E+02  0.85398E+01   1591  0.00000E+00      0.000
     145.0000  0.13828E+00  0.36323E+00  0.27655E-01  0.28936E+00 -0.54404E-01 -0.34618E+02  0.13769E+02 -0.34970E+02  0.13456E+02 -0.28043E+02 -0.10000E+07 -0.26881E+05  0.00000E+00  0.00000E+00  0.00000E+00  0.38680E+02  0.43650E+02  0.86798E+01   1596  0.00000E+00      0.000
     146.0000 -0.14911E+01  0.37940E+00 -0.14911E+01  0.37940E+00 -0.13735E-01 -0.36109E+02  0.14148E+02 -0.36461E+02  0.13830E+02 -0.28075E+02 -0.84987E+02 -0.15315E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.39766E+02  0.45390E+02  0.89287E+01   1650  0.00000E+00      0.000
     147.0000 -0.63933E+01  0.10173E+00 -0.63932E+01  0.88860E-01  0.30572E-06 -0.42502E+02  0.14250E+02 -0.42854E+02  0.13929E+02 -0.28078E+02 -0.22350E+02 -0.23562E+02 -0.64148E-01  0.00000E+00  0.00000E+00  0.46056E+02  0.51850E+02  0.89954E+01   1689  0.00000E+00      0.000
     148.0000 -0.16236E+01  0.98249E-02 -0.16236E+01  0.98249E-02 -0.10196E+01 -0.44126E+02  0.14260E+02 -0.44478E+02  0.13939E+02 -0.28436E+02 -0.41609E+02 -0.40899E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.47311E+02  0.53480E+02  0.90019E+01   1712  0.00000E+00      0.000
     149.0000 -0.25433E+01  0.71116E-01 -0.25434E+01  0.71116E-01 -0.19038E+01 -0.46669E+02  0.14331E+02 -0.47021E+02  0.14010E+02 -0.30061E+02 -0.35411E+02 -0.35693E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.48159E+02  0.56070E+02  0.90485E+01   1734  0.00000E+00      0.000
     150.0000 -0.41078E-01  0.10506E+00 -0.41079E-01  0.10506E+00 -0.18478E+01 -0.46710E+02  0.14436E+02 -0.47062E+02  0.14115E+02 -0.32040E+02 -0.71764E+02 -0.64074E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.46116E+02  0.56180E+02  0.91175E+01   1756  0.00000E+00      0.000
     151.0000 -0.81929E-01  0.27145E+00 -0.81928E-01  0.27145E+00 -0.11903E+01 -0.46792E+02  0.14707E+02 -0.47144E+02  0.14387E+02 -0.33508E+02 -0.89863E+02 -0.81477E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.44459E+02  0.56440E+02  0.92955E+01   1778  0.00000E+00      0.000
     152.0000  0.12409E+00  0.25013E+00  0.12409E+00  0.25013E+00 -0.78036E+00 -0.46668E+02  0.14958E+02 -0.47020E+02  0.14637E+02 -0.34408E+02 -0.12312E+03 -0.10380E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.43179E+02  0.56480E+02  0.94599E+01   1781  0.00000E+00      0.000
     153.0000  0.16988E+00  0.27420E+00  0.16988E+00  0.27420E+00 -0.53102E+00 -0.46498E+02  0.15232E+02 -0.46850E+02  0.14911E+02 -0.34995E+02 -0.16624E+03 -0.12972E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.42160E+02  0.56490E+02  0.96392E+01   1783  0.00000E+00      0.000
     154.0000  0.91844E-01  0.39915E+00  0.91845E-01  0.39915E+00 -0.36458E+00 -0.46406E+02  0.15631E+02 -0.46762E+02  0.15310E+02 -0.35397E+02 -0.20989E+03 -0.15862E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41330E+02  0.56660E+02  0.98979E+01   1785  0.00000E+00      0.000
     155.0000 -0.11261E+01  0.37185E+00 -0.11261E+01  0.37185E+00 -0.24356E+00 -0.47532E+02  0.16003E+02 -0.47888E+02  0.15682E+02 -0.35691E+02 -0.75189E+02 -0.92361E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.41790E+02  0.58030E+02  0.10142E+02   1808  0.00000E+00      0.000
     156.0000  0.13947E+00  0.21261E+00  0.13947E+00  0.21261E+00 -0.16945E+00 -0.47393E+02  0.16215E+02 -0.47746E+02  0.15895E+02 -0.35885E+02 -0.14952E+03 -0.12627E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.41204E+02  0.58030E+02  0.10283E+02   1812  0.00000E+00      0.000
     157.0000  0.27590E+00  0.42058E+00  0.27596E+00  0.42052E+00 -0.12989E+00 -0.47117E+02  0.16636E+02 -0.47476E+02  0.16315E+02 -0.36024E+02 -0.34070E+03 -0.18695E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.40473E+02  0.58030E+02  0.10554E+02   1814  0.00000E+00      0.000
     158.0000  0.33501E+00  0.51069E+00  0.33590E+00  0.44742E+00 -0.97802E-01 -0.46782E+02  0.17147E+02 -0.47134E+02  0.16793E+02 -0.36131E+02 -0.22264E+06 -0.61969E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.39578E+02  0.58030E+02  0.10895E+02   1817  0.00000E+00      0.000
