 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   5.11.2022    Time:   9:39:43
 Units: L = cm   , T = days , M = mmol 



                               Node( 11)                      Node( 31)                      Node( 61)                      Node( 91)

         time            h        theta    Temp           h        theta    Temp           h        theta    Temp           h        theta    Temp  
        221.0000     -158.73  0.1977   20.000        -99.46  0.2315   20.000        -71.57  0.2572   20.000        -52.37  0.2815   20.000
        222.0000     -193.31  0.1846   20.000       -110.12  0.2239   20.000        -76.78  0.2515   20.000        -54.52  0.2782   20.000
        223.0000      -66.48  0.2627   20.000        -99.40  0.2316   20.000        -81.33  0.2470   20.000        -56.40  0.2757   20.000
        224.0000      -72.91  0.2557   20.000        -78.10  0.2501   20.000        -77.86  0.2503   20.000        -57.07  0.2748   20.000
        225.0000      -61.40  0.2692   20.000        -68.13  0.2609   20.000        -71.06  0.2577   20.000        -55.69  0.2766   20.000
        226.0000      -85.61  0.2432   20.000        -73.80  0.2548   20.000        -67.00  0.2622   20.000        -53.53  0.2797   20.000
        227.0000      -92.54  0.2370   20.000        -81.10  0.2472   20.000        -68.43  0.2606   20.000        -52.83  0.2808   20.000
        228.0000      -93.89  0.2358   20.000        -84.95  0.2438   20.000        -70.89  0.2579   20.000        -53.42  0.2799   20.000
        229.0000     -129.23  0.2122   20.000        -93.26  0.2364   20.000        -73.46  0.2551   20.000        -54.27  0.2785   20.000
        230.0000     -160.57  0.1969   20.000       -104.51  0.2279   20.000        -77.10  0.2512   20.000        -55.34  0.2771   20.000
        231.0000     -181.70  0.1887   20.000       -114.54  0.2207   20.000        -80.90  0.2474   20.000        -56.51  0.2755   20.000
        232.0000     -129.42  0.2121   20.000       -118.89  0.2181   20.000        -84.37  0.2443   20.000        -57.64  0.2741   20.000
        233.0000     -152.00  0.2008   20.000       -118.22  0.2186   20.000        -86.46  0.2424   20.000        -58.50  0.2730   20.000
        234.0000     -173.46  0.1916   20.000       -123.03  0.2158   20.000        -87.93  0.2411   20.000        -59.05  0.2722   20.000
        235.0000     -101.92  0.2298   20.000       -119.18  0.2180   20.000        -89.25  0.2399   20.000        -59.49  0.2717   20.000
        236.0000     -110.07  0.2239   20.000       -107.96  0.2255   20.000        -88.70  0.2404   20.000        -59.72  0.2714   20.000
        237.0000     -145.45  0.2038   20.000       -111.00  0.2233   20.000        -87.31  0.2417   20.000        -59.54  0.2716   20.000
        238.0000     -119.59  0.2178   20.000       -113.62  0.2213   20.000        -87.24  0.2417   20.000        -59.34  0.2719   20.000
        239.0000      -68.63  0.2603   20.000        -91.65  0.2378   20.000        -86.36  0.2425   20.000        -59.27  0.2719   20.000
        240.0000     -110.60  0.2235   20.000        -91.21  0.2383   20.000        -81.36  0.2470   20.000        -58.53  0.2729   20.000
        241.0000      -60.67  0.2701   20.000        -77.81  0.2504   20.000        -78.63  0.2495   20.000        -57.53  0.2742   20.000
        242.0000      -50.91  0.2837   20.000        -58.59  0.2729   20.000        -67.52  0.2616   20.000        -55.35  0.2771   20.000
        243.0000      -37.96  0.3053   20.000        -41.69  0.2987   20.000        -50.05  0.2851   20.000        -48.82  0.2869   20.000
        244.0000      -38.24  0.3049   20.000        -39.03  0.3035   20.000        -40.78  0.3004   20.000        -39.67  0.3024   20.000
        245.0000      -44.95  0.2929   20.000        -43.63  0.2953   20.000        -41.36  0.2993   20.000        -37.46  0.3063   20.000
        246.0000      -72.52  0.2561   20.000        -58.11  0.2735   20.000        -48.29  0.2878   20.000        -40.57  0.3007   20.000
        247.0000      -98.57  0.2322   20.000        -72.27  0.2564   20.000        -56.59  0.2754   20.000        -45.03  0.2928   20.000
        248.0000     -120.88  0.2170   20.000        -85.19  0.2436   20.000        -64.16  0.2656   20.000        -48.87  0.2868   20.000
        249.0000     -141.61  0.2055   20.000        -95.60  0.2343   20.000        -70.14  0.2587   20.000        -51.74  0.2824   20.000
        250.0000     -171.16  0.1925   20.000       -105.85  0.2270   20.000        -75.33  0.2531   20.000        -53.99  0.2790   20.000
        251.0000     -209.23  0.1796   20.000       -115.85  0.2199   20.000        -79.84  0.2483   20.000        -55.76  0.2765   20.000
        252.0000      -62.68  0.2674   20.000       -101.68  0.2300   20.000        -83.82  0.2448   20.000        -57.31  0.2745   20.000
        253.0000      -93.31  0.2362   20.000        -87.02  0.2420   20.000        -80.51  0.2477   20.000        -57.78  0.2739   20.000
        254.0000      -68.47  0.2605   20.000        -78.57  0.2496   20.000        -76.85  0.2514   20.000        -57.00  0.2749   20.000
        255.0000      -80.86  0.2474   20.000        -76.90  0.2514   20.000        -72.17  0.2565   20.000        -55.62  0.2767   20.000
        256.0000      -32.28  0.3166   20.000        -38.38  0.3046   20.000        -55.69  0.2766   20.000        -52.83  0.2808   20.000
        257.0000      -46.41  0.2906   20.000        -44.64  0.2935   20.000        -43.65  0.2954   20.000        -41.41  0.2993   20.000
        258.0000      -77.38  0.2508   20.000        -60.18  0.2708   20.000        -49.80  0.2855   20.000        -41.95  0.2983   20.000
        259.0000      -94.91  0.2349   20.000        -73.30  0.2553   20.000        -57.77  0.2739   20.000        -45.81  0.2915   20.000
        260.0000     -112.40  0.2223   20.000        -83.89  0.2447   20.000        -64.58  0.2650   20.000        -49.28  0.2862   20.000
        261.0000     -129.67  0.2119   20.000        -93.33  0.2363   20.000        -70.02  0.2589   20.000        -51.88  0.2822   20.000
        262.0000     -148.00  0.2026   20.000       -102.08  0.2297   20.000        -74.76  0.2537   20.000        -53.94  0.2791   20.000
        263.0000      -64.74  0.2648   20.000        -88.64  0.2405   20.000        -78.45  0.2497   20.000        -55.70  0.2766   20.000
        264.0000      -54.32  0.2785   20.000        -63.10  0.2670   20.000        -71.38  0.2573   20.000        -55.76  0.2765   20.000
        265.0000      -60.48  0.2703   20.000        -60.77  0.2700   20.000        -61.88  0.2686   20.000        -52.45  0.2813   20.000
        266.0000      -82.88  0.2456   20.000        -69.77  0.2592   20.000        -61.40  0.2692   20.000        -50.20  0.2848   20.000
        267.0000      -69.02  0.2600   20.000        -70.48  0.2583   20.000        -63.89  0.2659   20.000        -50.53  0.2843   20.000
        268.0000      -80.05  0.2481   20.000        -72.76  0.2559   20.000        -64.53  0.2651   20.000        -51.07  0.2835   20.000
        269.0000      -90.35  0.2390   20.000        -78.68  0.2494   20.000        -66.58  0.2626   20.000        -51.67  0.2825   20.000
        270.0000     -111.37  0.2229   20.000        -87.01  0.2420   20.000        -69.81  0.2591   20.000        -52.73  0.2809   20.000
        271.0000     -136.10  0.2083   20.000        -96.88  0.2334   20.000        -73.75  0.2548   20.000        -54.05  0.2789   20.000
        272.0000     -158.00  0.1980   20.000       -106.48  0.2265   20.000        -77.75  0.2505   20.000        -55.40  0.2770   20.000
        273.0000      -92.93  0.2367   20.000       -106.01  0.2268   20.000        -81.30  0.2470   20.000        -56.68  0.2753   20.000
end
